DOR Code,Municipality,County,Billing Cycle,Form of Government,School Structure,2021 Population,FY 2023 Single Family Tax Bill,2020 DOR Income Per Capita,2022 EQV Per Capita,Land Area,Population Density,2018 Total Road Miles,Fiscal Year,General Government,Police,Fire,Other Public Safety,Education,Public Works,Human Services,Culture and Recreation,Fixed Costs,Intergovernmental Assessments,Other Expenditures,Debt Service,Total Expenditures,Tax Levy,State Aid,Local Receipts,Enterprise & CPA Funds,Other Revenue,Total Budget...9,Tax Levy as % of Budget...10,State Aid as % of Budget...11,Local Receipts as % of Budget...12,All Other as % of Budget,Total Budget...14,Tax Levy as % of Budget...15,State Aid as % of Budget...16,Local Receipts as % of Budget...17,Other + CPA + Ent as % of Total,Residential Tax Rate,Open Space Tax Rate,Commercial Tax Rate,Industrial Tax Rate,Personal Property Tax Rate,Residential Levy,Open Space Levy,Commercial Levy,Industrial Levy,Personal Prop Levy,Total Tax Levy,R/O % of Total Levy,CIP as % of Total Levy
229,Peabody,ESSEX,Quarterly,COUNCIL AND ALDERMAN,K-12,54119,5275,38421,182982,16.21,3339,178.48,2023,9737481,12173113,13065614,103790,78164479,9010753,3507474,4722650,39774121,3323809,145136,8011268,181739688,115230420,40891411,22200000,24621883.49,5445000,183766831,62.7,22.25,12.08,2.96,208388714.49,55.3,19.62,10.65,14.43,9.52,0,19.67,19.67,19.67,81099025.67,0,24018952.52,7010803.04,3101638.77,115230420,70.38,29.62
230,Pelham,HAMPSHIRE,Quarterly,OPEN TOWN MEETING,K-06,1267,7334,42185,159939,25.11,50,45.77,2023,412702,219435,85931,57601,2878216,463697,36984,56649,512540,30518,4500,69525,4828298,4214331.33,903497,647400,87800,340785.78,6106014.11,69.02,14.8,10.6,5.58,6193814.11,68.04,14.59,10.45,6.92,17.86,0,17.86,17.86,17.86,3885077.58,0,39853.88,18213.63,271186.24,4214331.33,92.19,7.81
231,Pembroke,PLYMOUTH,Quarterly,OPEN TOWN MEETING,K-06,18410,6827,47620,185362,21.78,845,118.53,2023,2213639,4486455,3948913,586210,36709855,1962712,459695,953620,13734579,1407697,592847,4272347,71328569,48479049.67,16421106,5132207.33,5981151,3737794.83,73770157.83,65.72,22.26,6.96,5.07,79751308.83,60.79,20.59,6.44,12.19,12.72,0,12.72,12.72,12.72,42944115.64,0,3408058.06,1335377.4,791498.57,48479049.67,88.58,11.42
232,Pepperell,MIDDLESEX,Quarterly,OPEN TOWN MEETING,No data,11577,6694,45071,144403,22.6,512,87.39,2023,1900248,2392811,359515,1413762,19688040,1657487,392979,635824,2789713,27980,89229,50667,31398255,27037836.5,1936671,3191606,5954025,622179,32788292.5,82.46,5.91,9.73,1.9,38742317.5,69.79,5,8.24,16.97,15.14,0,15.14,15.14,15.14,25534108.79,0,531083.33,509927.31,462717.07,27037836.5,94.44,5.56
233,Peru,BERKSHIRE,Semi-Annual,OPEN TOWN MEETING,No data,804,4056,30516,142097,25.92,31,38.68,2023,237982,96123,47696,4787,1230234,506180,13447,25343,205050,644,0,51514,2419000,1999237.63,300750,146524.92,0,110600,2557112.55,78.18,11.76,5.73,4.33,2557112.55,78.18,11.76,5.73,4.33,17.5,0,17.5,17.5,17.5,1711823.86,0,112990.57,15141,159282.2,1999237.63,85.62,14.38
234,Petersham,WORCESTER,Semi-Annual,OPEN TOWN MEETING,K-06,1188,5074,40581,160513,54.24,22,79.26,2023,292397,257930,71112,33211,2910757,414357,38708,37431,426963,91736,0,227132,4801734,3231599.75,1070489,813600,30000,762427.47,5878116.22,54.98,18.21,13.84,12.97,5908116.22,54.7,18.12,13.77,13.41,15.79,0,15.79,15.79,15.79,2909271.21,0,78370.48,3336.43,240621.63,3231599.75,90.03,9.97
235,Phillipston,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,1720,4206,35381,154481,24.25,71,53.15,2023,576775,449699,291774,122676,2015001,426584,75982,24230,340049,0,64688,55148,4442606,3937162.88,293694,487150,113962,405954,5123960.88,76.84,5.73,9.51,7.92,5237922.88,75.17,5.61,9.3,9.93,12.84,0,12.84,12.84,12.84,3737145.56,0,102825.4,8467.98,88723.94,3937162.88,94.92,5.08
236,Pittsfield,BERKSHIRE,Quarterly,COUNCIL AND ALDERMAN,K-12,43641,4546,29180,97166,40.47,1078,229.36,2023,6098332,12712061,8783610,606508,71853724,11267876,1639221,2134847,47298221,7754007,201968,10321310,180671685,101150561.84,66259923,12930860,18594911.62,1644400,181985744.84,55.58,36.41,7.11,0.9,200580656.46,50.43,33.03,6.45,10.09,18.32,0,39.21,39.21,39.21,65631191.24,0,16393643.17,6088497.71,13037229.72,101150561.84,64.88,35.12
237,Plainfield,HAMPSHIRE,Semi-Annual,OPEN TOWN MEETING,No data,628,4336,26949,191334,21.1,30,48.27,2023,339887,160623,49077,59059,1065310,626049,1688,46909,143898,113,9075,115677,2617365,2326951.16,156714,129950,342778,273709.08,2887324.24,80.59,5.43,4.5,9.48,3230102.24,72.04,4.85,4.02,19.09,20.72,0,20.72,20.72,20.72,1616258.94,0,167207.54,31146.3,512338.38,2326951.16,69.46,30.54
238,Plainville,NORFOLK,Quarterly,OPEN TOWN MEETING,K-06,9896,6264,45269,188501,11,900,54.27,2023,2362422,2835753,3200848,418002,17375863,999985,435043,327186,5250085,1131784,257711,3421160,38015842,28272518.58,4812191,3703290,5253408,4156768,40944767.58,69.05,11.75,9.04,10.15,46198175.58,61.2,10.42,8.02,20.37,12.48,0,18.33,18.33,18.33,17580972.17,0,5853813.44,2685535.63,2152197.34,28272518.58,62.18,37.82
239,Plymouth,PLYMOUTH,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,62131,6799,44583,219651,96.46,644,497.04,2023,13446303,15519896,14966955,1816691,111518973,10124974,1583931,3686721,27493993,10067899,7559,15736146,225970041,205049684.57,35048776,19904460,32796799,19803119.61,279806040.18,73.28,12.53,7.11,7.08,312602839.18,65.59,11.21,6.37,16.83,13.71,0,13.71,13.71,13.71,174938717.64,0,16542243.7,6354739.92,7213983.31,205049684.57,85.32,14.68
240,Plympton,PLYMOUTH,Quarterly,OPEN TOWN MEETING,K-06,2939,7177,50068,222722,14.67,200,35.41,2023,1431771,1530760,0,1139017,6300906,760717,157406,166010,1258864,0,0,224193,12969644,10192566.91,1236033,1196395.08,200000,1608386.32,14233381.31,71.61,8.68,8.41,11.3,14433381.31,70.62,8.56,8.29,12.53,15.05,0,15.05,15.05,15.05,7635029.92,0,1325759.47,295171.32,936606.2,10192566.91,74.91,25.09
241,Princeton,WORCESTER,Semi-Annual,OPEN TOWN MEETING,No data,3499,6934,69905,182830,35.41,99,82.92,2023,765271,1127218,288385,21644,5894187,1811872,139424,226303,781903,27328,0,699606,11783141,10026379.38,699076,1006500,21000,1070746.5,12802701.88,78.31,5.46,7.86,8.36,12823701.88,78.19,5.45,7.85,8.51,15.14,0,15.14,15.14,15.14,9647885.33,0,135817.87,31757.66,210918.52,10026379.38,96.23,3.77
242,Provincetown,BARNSTABLE,Semi-Annual,OPEN TOWN MEETING,K-12,3708,8605,70869,1090217,9.67,383,33.36,2023,6291260,3629876,1966688,3348105,5322344,4396824,520709,684653,7382680,548936,4200,1967398,36063673,25620031.3,1052604,6727595,8465925,6111890,39512120.3,64.84,2.66,17.03,15.47,47978045.3,53.4,2.19,14.02,30.38,5.98,0,5.7,5.7,5.7,22065321.04,0,3279658.3,25685.34,261946.52,25632611.2,86.08,13.92
243,Quincy,NORFOLK,Quarterly,COUNCIL AND ALDERMAN,K-12,101119,6705,39487,202990,16.57,6103,226.46,2023,32896963,37396740,31459655,5939623,119365050,17435086,2887293,10603083,65135338,5043062,2000,47751524,375915417,264334023.29,59741708,29248500,61255493.95,26931042.6,380255273.89,69.51,15.71,7.69,7.08,441510767.84,59.87,13.53,6.62,19.97,11.13,0,22.18,22.18,22.18,199732944.55,0,48987243.17,4256850.03,11356985.54,264334023.29,75.56,24.44
244,Randolph,NORFOLK,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,34715,5691,32345,140266,9.83,3532,117.54,2023,4196941,9625862,7573379,507552,52603909,5549422,948695,2465924,21250535,7897121,0,3980064,116599404,71330739.33,31772656,10933500,15859002.13,4365056.44,118401951.77,60.24,26.83,9.23,3.69,134260953.9,53.13,23.66,8.14,15.06,12.08,0,23.36,23.36,23.36,56515615.64,0,8776345.13,3495318.63,2543459.93,71330739.33,79.23,20.77
245,Raynham,BRISTOL,Quarterly,OPEN TOWN MEETING,No data,15230,6568,44685,179602,20.49,743,91.14,2023,1974670,5980309,4120077,1539204,23799021,2240074,508519,656823,4971027,453983,0,141275,46384982,41646852.12,1608098,5311364,4011632,4407751.99,52974066.11,78.62,3.04,10.03,8.32,56985698.11,73.08,2.82,9.32,14.77,13.6,0,18.53,18.53,18.53,29855366.52,0,8436980.06,2516406.43,838099.11,41646852.12,71.69,28.31
246,Reading,MIDDLESEX,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,25223,9654,73100,259444,9.95,2535,101.21,2023,6020603,7349367,5734612,238590,57200147,7490803,745319,2648096,20408632,794720,272931,5978366,114882186,85233685.14,15217697,10506897,17903657,7177563,118135842.14,72.15,12.88,8.89,6.08,136039499.14,62.65,11.19,7.72,18.44,12.59,0,13.21,13.21,13.21,79303890.93,0,4956401.62,163714.17,809678.42,85233685.14,93.04,6.96
247,Rehoboth,BRISTOL,Quarterly,OPEN TOWN MEETING,No data,12687,5998,51083,188381,46.94,270,143.36,2023,4139890,3621911,1143835,726809,21059468,961794,419044,292671,2641223,421483,0,183001,35611129,29889576.68,1436096,3596300,321336,1149098,36071070.68,82.86,3.98,9.97,3.19,36392406.68,82.13,3.95,9.88,4.04,11.58,0,11.58,11.58,11.58,27633294.76,0,892833.23,208691.29,1154757.4,29889576.68,92.45,7.55
248,Revere,SUFFOLK,Quarterly,COUNCIL AND ALDERMAN,K-12,59075,4953,28282,158942,5.69,10382,107.63,2023,9944176,13758238,12943673,3293731,106776522,4485477,2064379,1484573,39907329,17730580,1821663,8389717,222600058,107623292.78,100418019,18940097.06,31860591,2305141,229286549.84,46.94,43.8,8.26,1.01,261147140.84,41.21,38.45,7.25,13.08,9.51,0,18.98,18.98,18.98,81025934.89,0,16029849.28,7164075.25,3403433.36,107623292.78,75.29,24.71
249,Richmond,BERKSHIRE,Quarterly,OPEN TOWN MEETING,K-08,1405,5881,52093,361113,18.69,75,47.67,2023,647679,4523,116327,156041,3967596,1199851,66820,84236,485201,194613,47814,432962,7403663,5965259.11,1083504,459600,225571,757035,8265398.11,72.17,13.11,5.56,9.16,8490969.11,70.25,12.76,5.41,11.57,10.66,0,10.66,10.66,10.66,5608957.5,0,69411.3,17193.51,269696.8,5965259.11,94.03,5.97
250,Rochester,PLYMOUTH,Semi-Annual,OPEN TOWN MEETING,K-06,5762,6195,49982,216888,33.58,172,74.09,2023,1614154,1674427,515579,1126363,13705426,1223009,524181,259850,2417381,225943,11883,1172796,24470992,15762909.89,3083680,5080900,0,1399378,25326867.89,62.24,12.18,20.06,5.53,25326867.89,62.24,12.18,20.06,5.53,11.87,0,11.87,11.87,11.87,13603579.27,0,503716.29,878779.81,776834.52,15762909.89,86.3,13.7
251,Rockland,PLYMOUTH,Quarterly,SELECTMEN,K-12,17771,6802,35238,150088,10.32,1722,56.46,2023,3207042,4471929,5009606,698563,30410940,5006311,1128120,1083554,13549713,3452148,593612,6289328,74900866,44678414.56,20561772,8420912,7349107.99,5628158.75,79289257.31,56.35,25.93,10.62,7.1,86638365.3,51.57,23.73,9.72,14.98,15.22,0,15.22,15.22,15.22,36245219.46,0,5094560.1,2448727.54,889907.46,44678414.56,81.12,18.88
252,Rockport,ESSEX,Semi-Annual,OPEN TOWN MEETING,K-12,6959,7468,55748,389555,6.99,996,41.24,2023,2754607,2435438,1000625,767161,14386450,3479504,142587,865065,7623408,920841,325777,1022341,35723804,26330634.91,3881306,5169786,6740125,3257153.5,38638880.41,68.15,10.05,13.38,8.43,45379005.41,58.02,8.55,11.39,22.03,9.43,0,9.43,9.43,9.43,25008102.17,0,1007901.22,58561.24,256070.28,26330634.91,94.98,5.02
253,Rowe,FRANKLIN,Semi-Annual,OPEN TOWN MEETING,K-06,422,1370,35299,1279179,23.45,18,38.32,2023,511767,80326,89615,2539,1694215,599462,87742,329644,815026,94963,0,102992,4408291,4389496.72,417308,107066.21,0,675383,5589253.93,78.53,7.47,1.92,12.08,5589253.93,78.53,7.47,1.92,12.08,5.18,0,9.48,9.48,9.48,332846.34,0,3296.39,2315775.89,1737578.1,4389496.72,7.58,92.42
254,Rowley,ESSEX,Quarterly,OPEN TOWN MEETING,No data,6131,8056,54626,221940,18.21,337,51.81,2023,1609318,1931159,914415,179005,12225513,745196,439099,486375,1761904,117746,0,2236834,22646564,19487501.81,835687,1900464.27,4594780.23,2204648.52,24428301.6,79.77,3.42,7.78,9.02,29023081.83,67.14,2.88,6.55,23.43,13.02,13.02,13.02,13.02,13.02,16894011.23,1762.91,1598670.92,720473.55,272583.2,19487501.81,86.7,13.3
255,Royalston,WORCESTER,Preliminary Semi-Annual,OPEN TOWN MEETING,No data,1256,2879,26525,137824,41.79,30,73.35,2023,311532,130295,166132,53983,789128,726672,124161,80512,187214,0,0,94777,2664406,2039201.52,344503,421310,70000,418164.91,3223179.43,63.27,10.69,13.07,12.97,3293179.43,61.92,10.46,12.79,14.82,9.79,0,9.79,9.79,9.79,1917057,0,23472.84,1515.41,97156.27,2039201.52,94.01,5.99
256,Russell,HAMPDEN,Semi-Annual,OPEN TOWN MEETING,No data,1635,5178,32566,115708,17.32,94,35.86,2023,482203,183753,149779,136822,2703795,407446,41108,78391,332662,3104,293,44769,4564125,3781426.04,527664,340000,467300,357000,5006090.04,75.54,10.54,6.79,7.13,5473390.04,69.09,9.64,6.21,15.06,18.6,0,18.6,18.6,18.6,3212482.04,0,100896.09,189055.98,278991.93,3781426.04,84.95,15.05
257,Rutland,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,9169,5760,41837,136423,35.1,261,105.66,2023,1378795,1303935,247639,1846911,14820185,1424491,99746,324133,2101885,37776,0,1054441,24639937,19188165.41,1210529,3900127.58,3142478.69,755466.87,25054288.86,76.59,4.83,15.57,3.02,28196767.55,68.05,4.29,13.83,13.82,13.72,0,13.72,13.72,13.72,18235964.97,0,385654.57,60905.82,505640.05,19188165.41,95.04,4.96
258,Salem,ESSEX,Quarterly,COUNCIL AND ALDERMAN,K-12,44819,6457,35787,173656,8.28,5413,100.77,2023,8827452,11991462,9994026,1084555,72015885,7822585,1707800,3577607,31902744,10092708,0,7831277,166848101,114452574.04,37017614,17384060.61,19816009.49,22090890.01,190945138.66,59.94,19.39,9.1,11.57,210761148.15,54.3,17.56,8.25,19.88,12.51,0,25.25,25.25,25.25,82043808.24,0,16200165.81,9493067.06,6715532.93,114452574.04,71.68,28.32
259,Salisbury,ESSEX,Quarterly,OPEN TOWN MEETING,No data,9212,5354,36714,245212,15.43,597,56.08,2023,2086957,3700220,2226127,378776,15606297,2582484,478191,565488,3958287,144585,0,1256615,32984027,25515084.52,1525177,4374690,6418955,2524493.81,33939445.33,75.18,4.49,12.89,7.44,40358400.33,63.22,3.78,10.84,22.16,10.8,0,10.8,10.8,10.8,21188166.32,0,3005678.49,427645.44,893594.27,25515084.52,83.04,16.96
260,Sandisfield,BERKSHIRE,Semi-Annual,OPEN TOWN MEETING,No data,982,3643,23596,266809,51.81,19,92.05,2023,489642,60665,914615,12669,1427017,1424824,63875,31552,312832,0,0,0,4737691,3161715.43,201242,167750,0,1705234.13,5235941.56,60.38,3.84,3.2,32.57,5235941.56,60.38,3.84,3.2,32.57,10.59,0,10.59,10.59,10.59,2758186.2,0,76446.14,2955.67,324127.42,3161715.43,87.24,12.76
261,Sandwich,BARNSTABLE,Quarterly,OPEN TOWN MEETING,K-12,20585,6876,57581,264127,42.74,482,217.12,2023,5972550,5225129,6606602,335096,39804691,2722271,789085,1742502,18229849,5313687,0,3560585,90302047,71864270.84,11259138,5500000,10882971.14,5459584.18,94082993.02,76.38,11.97,5.85,5.8,104965964.16,68.46,10.73,5.24,15.57,11.5,0,11.5,11.5,11.5,63562983.63,0,3021221.04,850451.09,4429615.08,71864270.84,88.45,11.55
262,Saugus,ESSEX,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,28676,6363,40834,212634,10.79,2658,110.65,2023,3450063,8543273,6079892,1157535,33563412,6681752,784520,1277554,26219198,5609948,186067,8852648,102405862,83884474.53,16424807,9099140,14576982,2375362.31,111783783.84,75.04,14.69,8.14,2.12,126360765.84,66.38,13,7.2,13.42,11.26,0,23.34,23.34,23.34,58635621.69,0,17635900.94,4134961.64,3477990.26,83884474.53,69.9,30.1
263,Savoy,BERKSHIRE,Semi-Annual,OPEN TOWN MEETING,K-06,645,2754,33253,127908,35.85,18,55.13,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1174679.96,900070,151063.49,0,50000,2275813.45,51.62,39.55,6.64,2.2,2275813.45,51.62,39.55,6.64,2.2,13.69,0,13.69,13.69,13.69,1083435.7,0,10706.26,10956.11,69581.89,1174679.96,92.23,7.77
264,Scituate,PLYMOUTH,Quarterly,OPEN TOWN MEETING,K-12,19185,9150,79111,310269,17.63,1088,123.87,2023,5043442,4665197,5564538,1093974,45225831,4804199,713731,1395797,14228916,708182,792074,8059259,92295140,76057505.56,8827140,5693049,23075866,6248869.68,96826564.24,78.55,9.12,5.88,6.45,119902430.24,63.43,7.36,4.75,24.46,11.13,0,11.13,11.13,11.13,73068047.31,0,2057465.99,152880.57,779111.69,76057505.56,96.07,3.93
265,Seekonk,BRISTOL,Quarterly,OPEN TOWN MEETING,K-12,15568,5823,44931,190113,18.37,847,115.81,2023,3112233,4929450,3005008,2558522,32614224,1970885,565917,1209056,10782759,675378,17548,2615481,64056461,50630196.05,8785969,5448670,2023335,4734472.32,69599307.37,72.75,12.62,7.83,6.8,71622642.37,70.69,12.27,7.61,9.44,13.11,0,28.63,28.63,28.56,32227167.55,0,13555784.91,1141403.66,3705839.93,50630196.05,63.65,36.35
266,Sharon,NORFOLK,Quarterly,OPEN TOWN MEETING,K-12,18494,12656,83474,232086,23.44,789,123.78,2023,2382670,3767396,3891766,333966,49903891,4068497,644328,1532095,6655422,1059482,0,11666723,85906236,81170414.89,11816754,5103447,7653369,1719467,99810082.89,81.32,11.84,5.11,1.72,107463451.89,75.53,11,4.75,8.72,18.59,0,18.59,18.59,18.59,74848807.91,0,2922732.22,1138077.94,2260796.82,81170414.89,92.21,7.79
267,Sheffield,BERKSHIRE,Quarterly,OPEN TOWN MEETING,No data,3312,5173,40782,237975,47.44,70,100.85,2023,723278,540947,121612,79370,7834302,1031952,229997,234538,745928,33386,2763,0,11578073,10120208.72,505105,1278500,168300,1038223,12942036.72,78.2,3.9,9.88,8.02,13110336.72,77.19,3.85,9.75,9.2,11.52,0,11.52,11.52,11.52,8690033.57,0,749583.41,214589.08,466002.66,10120208.72,85.87,14.13
268,Shelburne,FRANKLIN,Quarterly,OPEN TOWN MEETING,No data,1889,4450,25154,166938,23.16,82,58.19,2023,450478,297177,64,28258,2830590,722390,126806,98843,315717,52107,0,85561,5007991,4438360.4,321919,311500,232000,607575,5679354.4,78.15,5.67,5.48,10.7,5911354.4,75.08,5.45,5.27,14.2,13.65,0,13.65,13.65,13.65,3452131.36,0,390440.72,154095.74,441692.58,4438360.4,77.78,22.22
269,Sherborn,MIDDLESEX,Semi-Annual,OPEN TOWN MEETING,K-05,4390,17842,236034,334618,15.82,277,56.16,2023,2175626,2227288,611728,377947,18125930,1713675,337750,727152,3242907,101302,8230,1717461,31366996,28750288.48,1060880,1576500,0,837411.54,32225080.02,89.22,3.29,4.89,2.6,32225080.02,89.22,3.29,4.89,2.6,18.01,0,18.01,18.01,18.01,27357734.26,0,465696.94,52742.29,874114.99,28750288.48,95.16,4.84
270,Shirley,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-08,7279,5745,35497,116435,15.86,459,51.75,2023,1314677,1292856,464833,95314,9366094,687172,220159,295740,1638456,61493,3500,625278,16065572,12936953.62,1772601,1559028.29,1678755,920627.52,17189210.43,75.26,10.31,9.07,5.36,18867965.43,68.57,9.39,8.26,13.78,14.18,0,14.18,14.18,14.18,11533253.3,0,366818.93,467709.69,569171.7,12936953.62,89.15,10.85
271,Shrewsbury,WORCESTER,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,38999,7797,65138,185007,20.73,1881,182.29,2023,11815351,7020328,4982405,668652,79276838,4046366,684140,2505329,18359279,1267244,1483230,12564960,144674122,103161871.38,24252283,11965000,10710215,17625969.99,157005124.37,65.71,15.45,7.62,11.23,167715339.37,61.51,14.46,7.13,16.9,13.12,0,13.12,13.12,13.12,91707681.56,0,7529593.2,2528415.55,1396181.07,103161871.38,88.9,11.1
272,Shutesbury,FRANKLIN,Quarterly,OPEN TOWN MEETING,K-06,1731,6090,34018,149096,26.52,65,42.06,2023,551273,185707,118057,45379,3903396,544711,42802,95103,806150,188311,2856,10148,6493893,5407946.42,1026728,584700,679645,1102125,8121499.42,66.59,12.64,7.2,13.57,8801144.42,61.45,11.67,6.64,20.24,18.44,0,18.44,18.44,18.44,5169413.36,0,37714.93,17249.77,183568.36,5407946.42,95.59,4.41
273,Somerset,BRISTOL,Quarterly,OPEN TOWN MEETING,K-12,18250,4966,35430,155938,7.9,2310,99.79,2023,1856685,4091375,2489427,306318,34115780,1820429,487222,958377,12963724,803482,0,364814,60257633,44399888.66,12636212,5273230.24,8323553,6880451.64,69189782.54,64.17,18.26,7.62,9.94,77513335.54,57.28,16.3,6.8,19.61,12.68,0,25.36,25.36,25.36,32847881.35,0,3887966.45,2279927.48,5384113.38,44399888.66,73.98,26.02
274,Somerville,MIDDLESEX,Quarterly,COUNCIL AND ALDERMAN,K-12,79815,7476,52596,285822,4.12,19373,108.7,2023,44215430,16832774,21368383,8246338,92796917,19028562,4219605,5812321,43427993,14108419,2559329,19715373,292331444,221093409.97,52497844,36957589,52924876.15,26600759.67,337149602.64,65.58,15.57,10.96,7.89,390074478.79,56.68,13.46,9.47,20.39,10.34,0,17.35,17.35,17.35,156646254.17,0,49106884.37,7518497.58,7821773.85,221093409.97,70.85,29.15
275,South Hadley,HAMPSHIRE,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,17995,5135,35076,106543,17.71,1016,103.77,2023,2485418,4054831,0,203847,23884606,1914529,1059307,937161,9100658,3012860,0,3433439,50086656,31964192.68,14310996,3860393,5811941,2400782,52536363.68,60.84,27.24,7.35,4.57,58348304.68,54.78,24.53,6.62,14.08,15.42,15.42,15.42,15.42,15.42,29412618.94,5639.09,1125780.51,679355.47,740798.67,31964192.68,92.04,7.96
276,Southampton,HAMPSHIRE,Quarterly,OPEN TOWN MEETING,K-06,6187,5627,48600,152086,28.15,220,76.67,2023,725469,1009802,339095,847547,11702959,940451,147233,184694,2386234,10079,80668,2033294,20407525,14099764.56,3729473,1674119.12,1757217.27,745408.61,20248765.29,69.63,18.42,8.27,3.68,22005982.56,64.07,16.95,7.61,11.37,14.33,0,14.33,14.33,14.33,13206255.82,0,479189.38,108908,305411.36,14099764.56,93.66,6.34
277,Southborough,WORCESTER,Quarterly,OPEN TOWN MEETING,K-08,10421,11860,122554,291058,14.02,743,85.77,2023,3603925,2533853,2498647,190044,31041944,3100352,890384,734816,9073197,252720,342442,3081472,57343796,47837451.77,4625190,3947525,3934823.81,3777123,60187289.77,79.48,7.68,6.56,6.28,64122113.58,74.6,7.21,6.16,12.03,14.76,0,14.76,14.76,14.76,39622974.04,0,3868761.78,2904205.64,1441510.31,47837451.77,82.83,17.17
278,Southbridge,WORCESTER,Quarterly,COUNCIL AND ALDERMAN,K-12,17657,4512,23718,80581,20.28,871,85.95,2023,2580643,4582015,2784973,159948,31070693,1983179,814143,594939,9525739,3771592,23171,2974168,60865203,24605339.13,31334187,5194503.12,10675914,7059783.59,68193812.84,36.08,45.95,7.62,10.35,78869726.84,31.2,39.73,6.59,22.49,15.84,0,15.84,15.84,15.84,19863699.15,0,1986788.6,1119722.87,1635128.51,24605339.13,80.73,19.27
279,Southwick,HAMPDEN,Semi-Annual,OPEN TOWN MEETING,No data,9196,5395,45086,140891,30.82,298,90.05,2023,2295406,2224685,411251,1610317,12252012,2300826,363289,702303,2625411,66409,38755,922417,25813081,22108926.73,1628281,4297771,595895,4344083.87,32379062.6,68.28,5.03,13.27,13.42,32974957.6,67.05,4.94,13.03,14.98,16.11,0,16.11,16.11,16.11,19431216.16,0,1039357.66,431091.52,1207261.39,22108926.73,87.89,12.11
280,Spencer,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,11928,4058,32393,117995,32.83,363,114.76,2023,1340584,2529709,1263065,322678,11053207,2072748,361939,580718,2335718,140508,0,1386760,23387634,18265116.94,2954568,2879105.23,3829343,1571798.59,25670588.76,71.15,11.51,11.22,6.12,29499931.76,61.92,10.02,9.76,18.31,12.06,0,12.06,12.06,12.06,16100842.5,0,794596.3,555026.04,814652.1,18265116.94,88.15,11.85
281,Springfield,HAMPDEN,Quarterly,COUNCIL AND ALDERMAN,K-12,154789,3677,18687,73370,31.87,4857,506.8,2023,31715237,59137434,28495254,4381574,452746884,11313656,3648081,16371548,157483564,3853123,0,26708577,795854932,242535316.06,510486540,62556880,9381905,31631931,847210667.06,28.63,60.25,7.38,3.73,856592572.06,28.31,59.6,7.3,4.79,17.05,0,36.4,36.4,36.4,147911877.62,0,52548316.26,10703434.56,31371687.62,242535316.06,60.99,39.01
282,Sterling,WORCESTER,Quarterly,OPEN TOWN MEETING,No data,8152,6655,51644,176532,30.63,266,106.3,2023,1663637,2413252,1244474,730426,13565836,2964027,183267,1224497,2824638,0,0,386593,27200647,21681348.92,947547,3014759,1487718,2430382.2,28074037.12,77.23,3.38,10.74,8.66,29561755.12,73.34,3.21,10.2,13.25,14.3,0,14.3,14.3,14.3,19138335.6,0,762648.36,979657.25,800707.71,21681348.92,88.27,11.73
283,Stockbridge,BERKSHIRE,Semi-Annual,OPEN TOWN MEETING,No data,2003,5671,50257,517805,22.74,88,56.51,2023,1965536,913993,230056,457570,3591533,1231170,154428,346587,1117792,44859,0,2059200,12112724,9203350.18,205296,2248015.94,597567,2150519,13807181.12,66.66,1.49,16.28,15.58,14404748.12,63.89,1.43,15.61,19.08,8.14,0,8.14,8.14,8.14,8291032.98,0,469748,51569.34,390999.86,9203350.18,90.09,9.91
284,Stoneham,MIDDLESEX,Quarterly,OPEN TOWN MEETING,K-12,22877,7281,52421,226356,6.02,3800,80.29,2023,3199887,5268424,4233324,877821,33705651,2850812,652878,1406623,18037565,3563586,141104,9131016,83068691,63708947.24,11726417,6697062.9,12739198,1590990,83723417.14,76.09,14.01,8,1.9,96462615.14,66.05,12.16,6.94,14.86,11.1,0,21.16,21.16,21.16,52703444.04,0,8420826.81,755346.4,1829329.99,63708947.24,82.73,17.27
285,Stoughton,NORFOLK,Quarterly,REPRESENTATIVE TOWN MEETING,K-12,29132,6430,38538,178071,16.09,1811,128.2,2023,4230035,8062258,6991270,438782,56139388,5163017,968209,1955066,10033453,5152538,0,8631467,107765483,81664470.23,26352899,11478245,18247636,7156804.39,126652418.62,64.48,20.81,9.06,5.65,144900054.62,56.36,18.19,7.92,17.53,13.55,0,22.63,22.63,22.63,58480148.65,0,12591910.13,5971001.79,4621409.66,81664470.23,71.61,28.39
